,countyFIPS,state,county,PVI,pop_density,avg_household_size,share_granpa_house,healthcare_prof_pc,health_factors,pres_vote_average,Years of Potential Life Lost Rate,% Fair or Poor Health,% Low Birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,# Driving Deaths,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,% Uninsured,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Preventable Hospitalization Rate,% With Annual Mammogram,% Vaccinated (Flu),High School Graduation Rate,% Some College,% Unemployed,Income Ratio,% Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5 (Air pollution),Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,Infant Mortality Rate,% Adults with Diabetes,HIV Prevalence Rate,% Food Insecure,% Limited Access to Healthy Foods,Drug Overdose Mortality Rate,Motor Vehicle Mortality Rate,% Insufficient Sleep,% Uninsured (Children),Other Primary Care Provider Ratio,% Disconnected Youth,Average Grade Performance,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation index (Black/White),Segregation Index (White/Not-White),Homicide Rate,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Juvenile Arrest Rate,Average Traffic Volume per Meter of Major Roadways,% Homeowners,% Severe Housing Cost Burden,% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,2016_senate_vote_split
0,20173,Kansas,Sedgwick,17.96297598,0.767010329,1.770739094,-0.250766749,0.892810234,0.046752667,0.362077738,-0.092526221,4.656404613,1.482074388,-5.165902202,-1.276377294,-0.418184436,0.729742779,-0.096919832,0.751945729,-0.55767555,-0.285455983,0.227467253,-0.28622903,-0.009384172,-0.022117663,0.02725446,0.126238495,0.807868937,1.082488444,0.634898126,-2.263735308,1.033535533,4.165545675,2.146042835,0.012206534,-0.666263134,-1.219790015,0.450189435,0,1.461436467,-0.550415596,0.089356256,-1.268672102,2.045368324,-0.144640175,-0.652618457,-0.130189293,0.54088746,-4.875952365,0.000542771,-0.173362394,0.262940806,-1.285113659,0.305708035,0,0.205680415,-0.006107784,-1.320873409,-0.947193203,0.357678649,1.224393925,-0.019865886,-0.36202915,-0.3988524,0.033766493,0.379025186,3.710784182,-0.490855882,2.88502792,1.430561314,1.41861754,0.117062781,0.192198913,-0.016304644,1.177596722,0.35822192,2.905474385,-0.058273793,-0.265416553
1,20157,Kansas,Republic,16.70742502,0.13414693,1.331992211,-0.205114045,1.074089917,0.01773377,1.102053435,-0.103379197,4.60591815,1.631075304,-4.624560448,-1.337157165,-0.441416904,0.85565918,-0.053634218,0.708240294,-0.005849744,0,0,-0.096602298,-0.009555238,-0.064878479,0.140925501,0.251349022,0.788633962,1.060838675,0.658959058,-2.368229279,0.748839686,3.427447735,0.748819967,0.041852807,-0.155722624,-1.915138741,0.360151548,0.210862336,0.848489494,-0.548931423,0.125565981,-1.264491698,2.17056693,0,0,-0.073692053,0,-4.345957543,0.000451393,0,0.679877308,-1.057908848,0.424866615,0,0,-0.006377559,-1.137786453,-0.864123336,0,0,0,0,0,0.114156722,0.050031725,4.340142881,-0.330640546,2.33125843,2.736734468,0.10794713,0.033968741,0.026247258,-0.003686844,1.648348923,0.036343258,2.908562152,-0.760889194,-0.736905238
2,20065,Kansas,Graham,17.3295592,0.012975034,1.350219509,0,0.994759172,0.017196383,1.058353787,0,4.087653586,1.265834515,-4.602340711,-1.15101881,-0.447225022,0.981575581,-0.080193164,0.687138867,0,0,0,-0.121647338,-0.020324227,-0.034664916,0,0.256988866,0.961748734,0.77939168,0.746665034,-2.243117783,0.874850743,3.664167646,0.946280623,0.029508745,-0.106488121,-1.658480813,0.306128816,0,1.099257644,-0.484553573,0.076507644,-1.235402679,2.416418681,0,0,-0.186686534,0,-4.522622484,0.000333551,0,0,-1.118598116,0.526483228,0,0,-0.006710092,-0.981758413,-0.858483938,0,0.422771504,0,0,0,0,0.122403983,4.628050949,-0.426271066,2.181578916,2.707478341,0.56047773,0.070639472,0.089778495,0,1.524753832,0.030316754,2.898348143,-0.760889194,-0.747663551
3,20045,Kansas,Douglas,14.67529399,0.669363937,1.627822834,-0.134640088,0.888865632,0.010210352,-0.411310071,-0.061339646,4.206867562,1.353601474,-5.040618983,-1.059849003,-0.423992553,0.489356923,-0.10360528,1.098817456,-0.070196922,-0.45355784,0.277896314,-0.069768326,-0.00936788,-0.023786921,0.020244444,0.144614985,0.980983709,1.234036826,0.654302103,-2.824345123,0.833564177,4.84179944,1.593112325,0.011377486,-0.206808459,-0.860882924,0.441185646,0,2.166728567,-0.505247251,0.166447928,-1.315378613,1.425184537,-0.098681823,-0.511365026,-0.079833057,0.242687281,-5.617945117,0.000229255,-0.108674504,0.15377329,-1.082352726,0.268147682,0,0.090138634,-0.006812863,-1.338186431,-0.585654394,0.168608718,0.715674369,-0.008840376,-0.324795928,-0.235848596,0.031202837,0.449844602,3.023493384,-0.7207445,2.043159192,1.214693899,0.711896668,0.234472717,0.210688736,-0.016000896,1.359590542,0.13018622,2.884648319,-0.083794891,0.255776987
4,20179,Kansas,Sheridan,16.84849862,0.011150971,1.464550153,-0.152830073,0.817813544,0.015584222,1.280672681,0,4.318142004,1.256936897,-4.542787849,-0.900301842,-0.47045749,0.746913198,-0.071639641,0.755147664,-0.017549231,-0.604743787,0,0,-0.020584899,-0.035235246,0,0.389713181,0.865573861,0.77939168,0.746665034,-2.368875981,0.623562348,3.088693215,2.066321837,0.038846759,-0.107946862,-1.312178604,0.301626921,0,0.651639932,-0.458100193,0.101036812,-1.355881121,1.203123185,0,0,-0.094571468,0,-3.321300887,0.000499655,0,0,-1.074457132,1.069288273,0,0,-0.006272837,-1.184337161,-0.633158401,0,0,0,0,0,0,0.095443435,4.299298665,-0.395903792,2.824735882,2.27423105,0.070528629,0.052122058,0.018331668,-0.006788567,1.603550633,0.055909586,2.858245245,-0.760889194,-0.796759941
5,20069,Kansas,Gray,17.39218787,0.143099804,1.876319912,-0.224235758,0.698929406,0.004299096,1.17636771,-0.070542792,4.244321603,0.90060201,-4.407193825,-1.177610004,-0.458841256,0.852797444,-0.052183934,0.874756861,-0.02144906,-0.123697593,0.045025947,-0.096602298,-0.048533766,0,0.364581281,0.12534552,0.769398987,0.627843297,0.755202783,-1.984194546,0.538972315,2.876131527,1.199755205,0.026773978,-0.144015182,-1.194783116,0.333140182,0,0.943297241,-0.527635609,0.114469452,-1.299745115,1.579555405,0,0,-0.114222682,0,-3.038636981,0.000703377,0,0.534845178,-1.068683337,0.857093669,0,0,-0.007248898,-1.540858889,-0.691436963,0,0,0,0,0,0.02853918,0.101680674,4.405315261,-0.192382595,3.25634258,1.487870024,0.107679893,0.053980125,0.018891869,-0.005700461,1.408960405,0.454890615,2.855731901,-0.760889194,-0.744660194
6,42023,Pennsylvania,Cameron,17.1834817,0.220226276,1.350219509,-0.751722313,0.308720455,0.022032866,0.604305065,0,4.619629431,1.533621119,-5.362530913,-0.949685487,-0.458841256,0.789839243,-0.106172472,0.812218494,-0.005849744,-0.45355784,0.041730431,-0.24866147,-0.037406353,-0.012491611,0.271456839,0.240022337,0.865573861,0.930940062,0.696959173,-1.871176953,1.372899229,3.675269813,3.063823283,0.029394146,-0.116201488,-1.292322711,0.400668597,0,1.093522388,-0.519793218,0.130238203,-1.287831546,1.856713609,0,0,-0.137558498,0,-4.663954436,0.000170406,0,0,-1.2702117,0.24896896,0,0,-0.00739287,-0.978572255,-0.617505991,0,0,0,0,0,0.033295711,0.229438025,4.251065099,-0.390880061,1.955422507,2.685614276,0.148235443,0.037228826,0.016915204,-0.011484043,1.664321158,0.019633579,2.875272123,-0.360318816,-0.370009285
7,42017,Pennsylvania,Bucks,18.82231753,0.868872664,1.785166064,-0.244381165,1.192763968,0.001074774,-0.067422199,-0.07294734,3.578232783,1.448834135,-4.358408474,-1.021861584,-0.51111431,0.51511255,-0.101485277,0.833061557,-0.501128029,-0.41826151,0.087446137,-0.058140272,-0.0095308,-0.016706486,0.024837213,0.211259135,0.90404381,1.234036826,0.726260793,-2.484226941,1.02100441,4.038139813,1.376823515,0.009530034,-0.088474482,-1.149830215,0.454691329,0.210862336,1.6227164,-0.536034499,0.253468073,-1.30519901,1.544819944,-0.072312128,-0.356943539,-0.099484271,0,-2.826639052,0.000205375,-0.403745196,0.192086394,-1.345004834,0.202673297,0,0.085216999,0,-2.074235823,-0.463787536,0.327033478,1.050150684,-0.00583879,-0.237936328,-0.172687165,0.023198256,0.544721903,4.464145975,-0.576757001,2.292563388,1.838107773,0.647802389,0.025037765,0.216508798,-0.010292163,1.453805738,0.246527723,2.927473236,-0.06718349,-0.053583423
8,42077,Pennsylvania,Lehigh,20.24506929,0.870836769,1.756199851,-0.283325261,0.941534684,0.012897287,-0.121088538,-0.073859302,5.25146222,1.512465215,-5.561596201,-1.185207488,-0.493689959,0.58665596,-0.093182814,0.890476437,-0.304186664,-0.392501977,0.176808273,-0.194099061,-0.008007501,-0.016150067,0.032572403,0.219906895,0.942513759,1.212387057,0.678159195,-2.142441305,1.256169198,4.108042131,2.341564848,0.012890326,-0.212401146,-1.208486373,0.504212167,0.210862336,1.800416167,-0.524774033,0.168784039,-1.300134207,1.619116556,-0.106637228,-0.577869409,-0.146155905,0,-3.391966863,0.000230017,-0.300570362,0.186158144,-1.313101008,0.274258875,0,0.17189929,-0.006499768,-1.455769723,-0.87141709,0.31630459,1.268587944,-0.013655111,-0.303559864,-0.273884479,0.042318407,0.66174715,3.781126896,-0.588716709,2.539028937,1.648221803,0.942152855,0.081775983,0.160583071,-0.027794858,1.100897318,0.580274935,2.93560519,-0.060305613,0.006347025
9,42031,Pennsylvania,Clarion,16.46441656,0.466485974,1.612122882,-0.169372164,1.023852541,0.024719801,0.615814963,-0.083525192,4.872727489,1.223914634,-5.88660768,-1.261182327,-0.464649373,0.778392298,-0.06190813,0.891398166,-0.054597606,-0.291572897,0.081698144,-0.101074626,-0.016487469,-0.031729805,0.045927693,0.242184277,0.865573861,0.909290293,0.70727916,-1.919034469,1.28783215,4.117728791,1.721698064,0.019782221,-0.117480984,-1.054975471,0.490706484,0,1.397839601,-0.53744733,0.171704178,-1.279482627,1.843088951,-0.156382798,-0.68904136,-0.178089127,0,-4.734620413,0.000116884,-0.214459653,0.298331767,-1.277596821,0.332419788,0,0.245502764,0,-1.084324593,-0.693892342,0.323716982,0.799422527,0,-0.338310038,-0.416020727,0.014990277,0.202917168,4.022277857,-0.436551622,2.095055168,1.933950314,0.201026161,0.021562171,0.03080593,-0.004434215,1.664459339,0.068087251,2.935403784,-0.582540329,-0.365663514
10,42059,Pennsylvania,Greene,18.02762188,0.466194488,1.612122882,-0.401197771,0.925001919,0.033855379,0.189144196,-0.103163992,4.600152705,1.773190635,-5.73785866,-1.204201197,-0.453033139,0.755498407,-0.053057234,0.966459455,-0.079946495,-0.33187159,0.132357125,-0.177998678,-0.017619761,-0.039060628,0.05656358,0.289934951,0.730929038,0.77939168,0.706530032,-1.625847667,1.331475004,4.150381174,2.043578835,0.017686923,-0.171985304,-1.490561614,0.495208379,0.210862336,1.13509039,-0.54552731,0.259308351,-1.241410549,2.334141338,-0.150334415,0,-0.130189293,0,-4.451956507,0.000326,-0.393231681,0.501049717,-1.371649547,0.237346725,0,0.215212483,0,-1.193778497,-0.737271294,0.402179412,0.703372112,0,-0.262795702,-0.336351348,0.015566826,0.119984167,4.324110002,-0.319803804,2.176886564,1.863330662,0.538305812,0.022181406,0.014916604,-0.003768244,1.622215684,0.036693219,2.772882002,-0.508524792,-0.203321656
11,42079,Pennsylvania,Luzerne,19.3170831,0.714351352,1.627822834,-0.301063358,1.016561333,0.032243218,-0.020758644,-0.103385316,5.059958457,1.536774321,-5.856193193,-1.124427616,-0.464649373,0.818456607,-0.091697121,0.903269907,-0.304186664,-0.462280106,0.131858965,-0.200360321,-0.010296522,-0.020364943,0.060370744,0.245427187,0.827103911,1.017539137,0.66609953,-1.981331963,1.47255739,4.474582147,2.532332845,0.013378802,-0.243138003,-1.338030741,0.463695118,0.210862336,1.55991914,-0.531651326,0.148343065,-1.25157458,2.228122708,-0.114016269,-0.629019103,-0.131417494,0,-4.239958579,0.000249985,-0.451183374,0.242375477,-1.367734657,0.250522919,0,0.159916566,-0.006145912,-1.25265214,-1.109312693,0.375791827,1.536828503,-0.012491756,-0.369795231,-0.322959037,0.022544649,0.347824868,3.998488644,-0.503875814,2.21398114,1.962097809,0.659202035,0.05417125,0.058951198,-0.014940977,1.395856342,0.35395426,2.905650007,-0.152062609,-0.076504807
12,42037,Pennsylvania,Columbia,18.34106563,0.575527409,1.572285908,-0.268866704,1.034514809,0.016121609,0.320046835,-0.086087372,4.878978816,1.628259638,-5.44917219,-1.204201197,-0.47045749,0.907170435,-0.090202854,0.89776035,-0.091645982,-0.376356506,0.144121351,-0.094813366,-0.015347032,-0.030352667,0.08792736,0.171545238,0.865573861,1.039188906,0.685490945,-2.071479004,1.297232385,4.298875498,2.086124764,0.01805284,-0.159901021,-1.144044773,0.472698907,0.210862336,1.353719835,-0.549692665,0.167615983,-1.279680987,1.902124384,-0.137275013,-0.533163127,-0.162122516,0,-4.451956507,0.000152531,-0.261445704,0.340197287,-1.262771102,0.220383519,0,0,-0.00722153,-1.189514668,-0.70177637,0.32738493,0.980699652,0,-0.298264226,-0.322015041,0.037014452,0.298793079,4.050377351,-0.434985243,1.987502587,1.925920336,0.288561376,0.020438998,0.04927066,-0.010245389,1.615546904,0.052724961,2.980169303,-0.310834458,-0.230339478
13,42065,Pennsylvania,Jefferson,17.42394998,0.47295311,1.596289878,-0.30451714,0.98379872,0.020958092,0.786407431,-0.082410949,4.723020944,1.435625826,-5.708124526,-1.340955907,-0.482073725,0.829903553,-0.06636395,0.845507493,-0.06044735,-0.263356165,0.048972903,-0.208410513,-0.017839702,-0.031952373,0.085087095,0.202517378,0.923278785,0.930940062,0.722997498,-1.671533112,1.266229904,3.898216966,1.876456124,0.02465125,-0.123902664,-1.330810711,0.48620459,0,1.218571404,-0.542153453,0.157687511,-1.271162823,1.933093937,-0.109238772,-0.579528596,-0.170719922,0,-4.239958579,9.14E-05,-0.243798963,0.247757916,-1.333005333,0.336754763,0,0.417813785,0,-1.095265298,-1.060218127,0,0.956355543,0,-0.301193853,-0.318783079,0.021291135,0.195624305,4.401739947,-0.376388347,2.363028164,2.078779476,0.076289912,0.022185206,0.011704023,-0.004334223,1.686448848,0.057873385,2.886933706,-0.467643845,-0.494176114
14,42099,Pennsylvania,Perry,16.98575701,0.503267579,1.711890661,-0.240956772,0.685808771,0.009672966,0.80344668,-0.096953891,4.129007703,1.328942642,-5.194646842,-1.03325781,-0.499498076,0.847073971,-0.056687943,0.930963478,-0.089696067,-0.384538169,0.081429904,-0.191415664,-0.028901947,-0.071319031,0.185886295,0.17253221,0.865573861,1.147437751,0.716326687,-1.712795667,1.017015239,3.252644201,1.562298455,0.020217545,-0.172500953,-1.36496048,0.513215956,0,1.059651179,-0.518441114,0.342824329,-1.263762582,1.965045877,-0.150318636,-0.600349178,-0.088430463,0,-3.179968934,0.000216933,-0.314597305,0.500674551,-1.279511057,0.38772978,0,0.230946672,-0.006533283,-1.461087796,-0.685789392,0.317587742,0.444000072,0,-0.382432152,-0.431409952,0.023162233,0.157258608,4.654885605,-0.374346528,2.403801209,1.823848212,0.148895008,0.025180899,0.021774755,-0.009317194,1.651387093,0.056982245,2.84305392,-0.673377585,-0.471101418
15,42113,Pennsylvania,Sullivan,18.38202266,0.241852818,1.386149142,-0.464582916,0.648933945,0.014509448,0.574818981,-0.097977376,4.473635149,1.035309162,-5.299845127,-1.139622584,-0.441416904,0.766945352,-0.041871014,0.867478167,-0.017549231,-0.302371894,0.195086891,-0.106441421,0,-0.084450524,0.366877665,0.185033863,0.865573861,1.039188906,0.714066352,-1.508991028,1.355518726,4.030759497,1.931429257,0.024182729,-0.072790771,-1.507176997,0.400668597,0.210862336,0.923875139,-0.501106535,0.318879188,-1.269212853,2.213670495,0,0,-0.185458333,0,-4.02796065,0.000571367,0,0.671521725,-1.2971976,0.374516244,0,0,0,-1.147907191,-0.661217253,0,0,0,0,0,0,0.032180627,4.790197047,-0.385529105,1.193364421,2.79138573,0.588532426,0.050742668,0.016687662,0,1.607432032,0.05896317,2.742188369,-0.760889194,-0.372777239
16,44003,Rhode Island,Kent,18.19724789,0.859603514,1.604223153,-0.307425107,1.21025461,0.002149548,-0.270175811,-0.073306055,4.150428035,1.242585268,-4.394132004,-1.1320251,-0.487881842,0.692540206,-0.107218031,0.845084585,-0.105295384,-0.529150814,0.104115318,-0.094813366,-0.009457486,-0.018375744,0.01903582,0.204162332,1.000218683,1.082488444,0.714044747,-2.414612804,1.007464198,4.131815086,1.659280017,0.011764186,-0.102834973,-1.265258352,0.297125027,0.210862336,1.833310712,-0.56203294,0.21141807,-1.298958649,1.663596776,-0.086311859,-0.412324782,-0.126504691,0.25780074,-3.427299851,0.000272227,-0.336203979,0.184506781,-1.328754125,0.10233822,0,0.125387436,0,-1.618591777,-0.493733093,0.244630916,0.64147161,-0.003022228,-0.233552284,-0.110871272,0.040528243,0.697775013,4.074981894,-0.576039401,2.099160944,1.863847316,0.297835748,0.040930293,0.116003431,-0.015740878,1.529146921,0.154319385,2.971412241,-0.06076746,0
17,44009,Rhode Island,Washington,17.38729648,0.724679002,1.666505029,-0.240520671,1.171728897,0.001074774,-0.285618457,-0.059952836,3.52883185,1.193079712,-3.736219278,-0.923094293,-0.47045749,0.535144705,-0.104951079,0.953191991,-0.091645982,-0.752713012,0.143393272,-0.041145423,-0.008936143,-0.023397427,0.019579701,0.17398917,1.019453658,1.060838675,0.723299969,-2.555473906,0.977478372,4.140061847,1.581492542,0.014201547,-0.069069476,-1.072263321,0.288121238,0.210862336,1.626195907,-0.546495161,0.233611127,-1.330311631,1.346209273,-0.08327147,-0.397517534,-0.09825607,0.135439848,-3.427299851,0.000436687,-0.202156154,0.179061615,-1.251800935,0.110534462,0,0.064407775,-0.007214215,-2.031527247,-0.357613137,0.342879348,0.920635511,0,-0.197330945,-0.107179593,0.038223647,0.29868342,4.347119896,-0.57450614,1.855350281,2.045379913,0.202078691,0.084055367,0.085276083,-0.006950186,1.578569976,0.090801238,2.964757644,-0.234530451,0
18,45071,South Carolina,Newberry,24.01976974,0.456740782,1.689335659,-0.402936269,0.509861547,0.011285126,0.401035895,-0.091245596,5.147078471,2.218348147,-5.565154804,-1.356150875,-0.400760084,0.89572349,-0.061556446,0.713506189,-0.062397264,-0.51025257,0.317595787,-0.250450401,-0.012544814,-0.048714501,0.101222219,0.191049696,0.942513759,1.104138213,0.651680736,-1.607750517,0.854229194,4.457414578,2.956720985,0.015622149,-0.266646149,-1.096249593,0.459193224,0,1.254161652,-0.569556321,0.204993764,-1.265155721,2.102826086,-0.120501304,-0.679089518,-0.190371136,0.961448532,-4.911285353,0.00067041,0,0.425084673,-1.246265709,0.385484294,0,0.334496796,-0.005906379,-1.125205814,-1.367836024,0.205152322,1.026644473,-0.020230397,-0.301106077,-0.382034423,0,0.018078147,4.258219015,-0.417690948,2.450605305,1.93389384,4.86971622,0.070605362,0.027835045,-0.049550724,1.045090582,0.306333552,2.944989261,-0.516259707,-0.302413177
19,45027,South Carolina,Clarendon,25.94373701,0.445836954,1.666505029,-0.798733048,0.909029136,0.019345931,-0.160341014,-0.119794321,6.372100309,1.950893991,-5.78022247,-1.530893005,-0.412376319,0.938649536,-0.049698819,0.640535176,-0.15989299,-0.365058749,0.241913876,-0.246872539,-0.025219963,-0.052080837,0.059887295,0.25717686,0.846338886,0.714442373,0.631162328,-1.693675961,1.278727078,5.03361204,3.105553068,0.01441198,-0.417922087,-1.287099196,0.454691329,0,1.578394915,-0.53783002,0.238867377,-1.240863377,2.512821167,-0.124478859,-0.987866323,-0.191599337,1.478212586,-6.395270856,0.000120548,-0.10169515,0.626264948,-1.399878456,0.29368809,0,0.340556235,-0.005862948,-0.860309561,-1.658760637,0.212362701,0.95752738,-0.026564044,-0.204330946,-0.414627021,0,0.033805726,4.452525477,-0.477664834,2.159492416,2.316450757,7.612462601,0.035258948,0.033194067,-0.007653757,0.833858062,0.107536204,2.92680519,-0.652144114,-0.035082911
20,45085,South Carolina,Sumter,25.36928207,0.598749055,1.741546574,-0.557873013,0.697732538,0.013972061,-0.159332379,-0.10995648,6.451472491,1.966587397,-5.464119925,-1.451119424,-0.371719498,0.801286189,-0.07802538,0.676439467,-0.193041536,-0.59099961,0.279007593,-0.270128647,-0.0161209,-0.030241384,0.042906134,0.273156417,0.865573861,1.017539137,0.653676591,-2.035153063,1.09659064,4.165190856,3.021968346,0.012747666,-0.570930908,-1.120322265,0.472698907,0,1.659102035,-0.552240641,0.137830565,-1.234497056,2.499444716,-0.170261052,-0.578883677,-0.170719922,2.155121181,-6.253938903,0.000578287,-0.17090619,0.417791681,-1.43305393,0.274717413,0,0.242277148,-0.005750487,-1.058483913,-1.659439092,0.197071827,0.856257051,-0.028609083,-0.193897135,-0.398321496,0,0.069185877,3.77210704,-0.567788826,2.673754635,1.622158641,7.676544174,0.048837613,0.062816714,-0.021956023,0.779347606,0.151139915,2.985410983,-0.243223114,0.059556489
21,45011,South Carolina,Barnwell,25.31781619,0.394541272,1.748887579,-0.493062805,0.671862602,0.018808544,0.060213087,-0.14063756,6.392665946,2.048276115,-5.979262433,-1.477710618,-0.406568201,0.987299054,-0.063258642,0.689523216,-0.048747863,-0.816404113,0.312384273,-0.313063002,-0.043466965,-0.058730047,0.038675952,0.214408048,0.807868937,0.757741911,0.668785293,-1.847040083,1.302829935,5.614298852,3.592169363,0.01839602,-0.6712562,-1.314856465,0.468197012,0,1.621488759,-0.578111913,0.229522932,-1.202330271,2.960983452,-0.160305268,-0.984606733,-0.227217163,1.917374839,-6.819266714,4.76E-05,0,0.535723006,-1.490481747,0.272428897,0,0,-0.005766942,-0.893319096,-1.656177767,0.193568354,0.848818942,-0.058323806,-0.240438988,-0.677576515,0,0.042796694,4.066026553,-0.574555248,2.679353082,1.80956858,7.100358412,0.056282046,0.038789737,-0.004072433,0.883608493,0.11999487,3.007922514,-0.628059017,-0.089295743
22,45031,South Carolina,Darlington,25.73952233,0.556189261,1.696884289,-0.698060074,0.762288037,0.016658996,0.043697896,-0.138209275,6.793239432,2.317407136,-5.664665097,-1.420729488,-0.38914385,0.910032172,-0.074472052,0.654884027,-0.189141707,-0.504992235,0.338978322,-0.302329413,-0.016601513,-0.044249237,0.047498904,0.347038366,0.827103911,0.801041449,0.697978006,-1.864851901,1.111008006,4.857299601,3.135326617,0.016053272,-0.621346426,-1.39073368,0.463695118,0,1.567094704,-0.555051748,0.156519455,-1.200858813,2.998243686,-0.165535405,-0.753734687,-0.189142935,1.35468912,-6.183272927,0.000396059,-0.138730895,0.631423742,-1.525757249,0.276587959,0,0.451207287,-0.005554656,-0.871648535,-1.616261748,0.208622966,0.924494164,-0.037496008,-0.317074541,-0.603431541,0,0.029663836,4.064644332,-0.567613318,2.491405506,1.8720533,6.690142202,0.032807668,0.01952601,-0.009781544,0.949651543,0.088586418,3.037453275,-0.439521221,-0.104823681
23,45091,South Carolina,York,20.45215543,0.723382976,1.785166064,-0.301542571,0.731444217,0.003224322,0.446341827,-0.081277409,4.103327947,1.573815414,-4.696269425,-1.226993649,-0.47045749,0.695401943,-0.082852893,0.814824797,-0.27688786,-0.507857018,0.203364001,-0.180682075,-0.018548403,-0.029337202,0.036621292,0.238377382,0.865573861,1.125787982,0.692107623,-2.336594159,0.887669265,4.124936476,2.089614626,0.013908465,-0.352836458,-1.256048275,0.495208379,0,1.387294112,-0.543238504,0.258140295,-1.276743206,1.828358117,-0.106999655,-0.579625697,-0.138786699,0.644065885,-3.745296744,0.000363111,-0.229106142,0.286233394,-1.409986985,0.256203141,0,0.156746476,-0.006621414,-1.52054713,-0.649633162,0.263756829,1.030655344,-0.013772508,-0.298933689,-0.3598185,0,0.09962455,4.172022154,-0.425402483,2.724739828,1.411900521,3.070741249,0.075745331,0.104008298,-0.015494326,1.218570826,0.149332005,2.976408764,-0.174661922,-0.309869156
24,45021,South Carolina,Cherokee,21.56659076,0.582859444,1.883150937,-0.537220923,0.543137818,0.015046835,0.586617799,-0.122695203,5.719304521,2.141178589,-6.128654994,-1.61826407,-0.423992553,1.138971083,-0.078383034,0.706032929,-0.146243588,-0.65312329,0.260384094,-0.367625411,-0.020226475,-0.061080918,0.118928553,0.253980949,0.865573861,1.039188906,0.652458725,-1.65845252,0.988634005,4.725750044,2.389745453,0.020413596,-0.358221226,-1.276474982,0.472698907,0,1.29122135,-0.563638713,0.181048623,-1.216115105,2.794513308,-0.112110649,-0.514239655,-0.214935154,0.565882797,-5.087950294,0.000399294,-0.072656589,0.452719712,-1.437355592,0.266584303,0,0.353894729,-0.00564954,-0.996658388,-1.391120752,0.281035819,1.208835053,-0.019251456,-0.396633686,-0.54287882,0,0.049740984,4.030436309,-0.439185458,2.585831503,1.658704129,3.305469773,0.043177229,0.024849349,-0.024703495,1.262672168,0.104944889,2.950833779,-0.464518852,-0.462851754
25,45053,South Carolina,Jasper,22.87828292,0.406009215,1.883150937,-0.461957945,0.381326472,0.01773377,-0.297213557,-0.106522136,6.815666754,1.989067172,-6.229960975,-1.420729488,-0.42980067,0.812733135,-0.059104499,0.631406684,-0.150143417,-0.30040844,0.28142175,-0.379253465,-0.03311342,-0.028780783,0.1166926,0.292707874,0.769398987,0.801041449,0.578238514,-1.390010736,0.823010787,3.779990613,2.997016353,0.00862374,-0.292181238,-1.527994022,0.459193224,0,1.991122013,-0.47394765,0.309534743,-1.280012868,2.045258213,-0.181917435,0,-0.216163355,1.05387315,-5.335281211,0.000282083,-0.132460141,0.631542198,-1.55513733,0.421467982,0,0,-0.004271042,-1.010316698,-1.658246617,0.142180156,0.553514703,-0.072029653,-0.338201279,-0.942769697,0,0.071436319,3.993823623,-0.692984729,2.283240568,1.91010087,6.663159166,0.075952488,0.038320993,-0.014838494,0.752297868,0.771214122,2.848574798,-0.507290172,-0.035042566
26,45061,South Carolina,Lee,29.35512678,0.407153173,1.719348888,-1.411419133,0.53752096,0.02310764,-0.538051919,-0.151594753,7.998416064,2.516048291,-6.466086769,-1.508100553,-0.377527616,0.918617381,-0.044372971,0.60401217,-0.064347179,-0.618487964,0.415235033,-0.303223879,-0.047108219,-0.119226724,0.057530479,0.346098392,0.827103911,0.822691217,0.657116275,-1.246458766,1.249172151,4.531988701,3.806437491,0.009901446,-0.560811926,-1.277719988,0.459193224,0,1.781827938,-0.577710651,0.245875711,-1.17234603,3.401640744,-0.232446541,0,-0.214935154,2.139717079,-7.384594524,0.000164246,0,0.685414289,-1.612884105,0.234645466,0,0,-0.004526211,-0.777774007,-1.657453668,0.193913049,0.87391391,-0.032821841,-0.232507715,-0.35367592,0,0.01714419,4.271349937,-0.691342393,2.262604735,1.810890454,10.33455037,0.038509267,0.017730276,-0.00401247,0.55703459,0.018455776,2.794089548,-0.547468089,0.272334294
